Nama File;Requirement Statement;Noise?
13_T1-Req-uji13;A newly entered Tweet will appear on the user’s Twitter page upon submission.;0
13_T1-Req-uji13;Other pages on Twitter are also data objects.;0
13_T1-Req-uji13;The user will be able to access other pages by either searching or clicking a linked page on their page.;0
13_T1-Req-uji13;The client would not be appealing if only the user’s page could be accessed, so ability to access other pages is essential.;1
13_T1-Req-uji13;A trending topics page will be very useful to the user because it will keep them up to date on what is popular.;0
13_T1-Req-uji13;The user will enter a Tweet that can be seen by themselves and anyone who is following them.;0
13_T1-Req-uji13;If the user is tagged in a tweet it will immediately be viewable by the user.;0
13_T1-Req-uji13;The user has the ability to search for other Twitter pages by using a search box.;0
13_T1-Req-uji13;The Twitter client will store data only in one location.;0
13_T1-Req-uji13;The only data that will be stored will be the user’s username and password to increase ease of access.;0
13_T1-Req-uji13;The tweets that the user enters and the tweets that the user is tagged in will all be handled by the Twitter API that we will be working with.;0
13_T1-Req-uji13;The searches that the user submits do not need to be saved, so they will not be.;1
13_T1-Req-uji13;A user will enter his/her credentials into the proper fields and the user will be logged into the Twitter system.;0
13_T1-Req-uji13;User will be given option to remember credentials so further input at startup is not necessary.;0
13_T1-Req-uji13;When the user clicks logout all personal data will be removed and all program data will be wiped.;0
13_T1-Req-uji13;The user’s password will be removed and the user will be forced to re-enter their credentials at next startup.;0
13_T1-Req-uji13;Once the user has successfully logged into the Twitter system, the users Twitter feed will be displayed on the screen.;0
13_T1-Req-uji13;The number of previous data displayed will be preset by the user in the preferences pane.;1
13_T1-Req-uji13;A new view will display and show a composition window with various rich text and multimedia options.;1
13_T1-Req-uji13;The user can then enter his/her tweet and submit it to the Twitter system.;0
13_T1-Req-uji13;The tweet will be immediately displayed on the users feed.;0
13_T1-Req-uji13;When in the composition window, the user will be prompted with an image picker which will allow the user to insert an image from the users device.;0
13_T1-Req-uji13;When in the composition windows, the camera display will be shown and once the image is taken, the user will be given the option to keep re-taking.;0
13_T1-Req-uji13;If the user keeps the photo it will be used in the composition window, if the user selects re-take, the photo will be deleted and the camera display will be shown again.;0
13_T1-Req-uji13;The user will be prompted to insert existing voice memo or take a new voice memo.;0
13_T1-Req-uji13;The user will be prompted with a clip picker so the user may select a pre-existing clip on their device.;0
13_T1-Req-uji13;The user will be shown the voice memo window in which he/she may record a new voice memo.;0
13_T1-Req-uji13;The user will then have the option to hear the voice memo before submitting.;0
13_T1-Req-uji13;Once listened to, the user may select keep or re-record.;0
13_T1-Req-uji13;If the user decides to keep the memo, the memo will be inserted into the composition window.;0
13_T1-Req-uji13;If the user decided to re-record, the memo will be removed and the user will be shown the voice memo window again.;0
13_T1-Req-uji13;This function will display all mentions of the users handle (or username) in the Twitter system.;0
13_T1-Req-uji13;This function will display a search window in which the user can search for specific words in Tweets.;0
13_T1-Req-uji13;The window will also offer the ability to search for users on Twitter.;0
13_T1-Req-uji13;This window will display the users Direct Message (or DM) inbox.;0
13_T1-Req-uji13;This function will also allow the user to compose a new message, delete current messages, and read existing messages in greater detail.;0
13_T1-Req-uji13;This function will display topics which are currently trending on twitter.;0
13_T1-Req-uji13;The order of the topics will be determined by the items rise in popularity over a given timeline.;0
13_T1-Req-uji13;This function will display a preferences view which will contain various settings which the user may change based on preference.;1
13_T1-Req-uji13;The Twitter client will run natively on all iOS devices, including the iPod touch and iPad.;0
13_T1-Req-uji13;The client will be designed specifically for the iPhone/iPod Touch but it will retain the same functionality on the iPad.;0
13_T1-Req-uji13;The Twitter client will rely heavily on the Twitter API for retrieval of user data.;0
13_T1-Req-uji13;The client must work closely with the Twitter systems to authenticate and deliver content.;0
13_T1-Req-uji13;The client will be designed to work with the latest API available and compatibility is guaranteed with and iOS device running the latest version of iOS.;0
13_T1-Req-uji13;The client will utilize a common design theme throughout the entire system.;0
13_T1-Req-uji13;The application will contain multiple views, each of which will serve some primary function.;0
13_T1-Req-uji13;Each of these interfaces will differ only in content, but will maintain similar design themes.;0
13_T1-Req-uji13;The interface will utilize a fluid and robust interface, it will be easy to understand and will not require a tutorial for first-use (although one will be provided).;0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall initiate a meeting by deciding on a ""meeting topic"", by selecting a list of ""potential meeting participants"", and by selecting a ""date range"", ""duration"", and ""location"" for the meeting.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" or ""potential meeting participant"" shall provide the ability where a person may ""delegate"" the ability to initiate or accept (or decline) a meeting to another system user.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall be one of the ""potential meeting participants"" by default but may opt to remove himself as a ""potential meeting participant"".";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall confirm the meeting and the system shall change the ""time slots"" of accepting ""meeting participants"" from a temporary reservation to a scheduled meeting, once all ""potential meeting participants"" have responded to the ""meeting proposal.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall cancel the meeting and the system shall change the ""time slots"" from being temporarily reserved to be freed once the meeting is canceled.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" shall reschedule the meeting and the system reschedule the meeting by releasing the temporary reservations and selecting a different ""data range"", ""duration"", or ""location"" and starting the process over.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" may send a ""meeting proposal"" for a ""virtual meeting"" for the available ""time slot"" if the ""date range"" and ""duration"" is acceptable but no location for the meeting is available.";0
14_yh-rr-ss-jw1-uji14;"A ""meeting initiator"" may cancel the meeting or reschedule the meeting at any time prior to the start of the meeting.";0
14_yh-rr-ss-jw1-uji14;A meeting scheduler may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler may provide the ""meeting initiator"" a summary of the scan of ""potential meeting participants"" showing available ""time slots"" and schedule conflicts as a means of informing the ""meeting initiator"" of the overall results of the system.";0
14_yh-rr-ss-jw1-uji14;"The ""meeting initiator"" may designate one or more ""potential meeting participants"" as ""important"" meaning that their attendance at the meeting is required in order to have the meeting.";0
14_yh-rr-ss-jw1-uji14;"The ""meeting proposal"" may include an ""agenda"" or list of topics for discussion during the meeting and may include a list of ""required equipments"".";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will scan all the list of ""potential meeting participants"" to determine a ""time slot"" of the required ""duration"" exists among all ""potential meeting participants"" once a ""meeting proposal"" is entered to the system.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will inform the ""meeting initiator"" that no ""time slot"" exists for all ""potential meeting participants"" and may optionally suggest an alternative ""date range"", ""duration"", and ""location"" which is available.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler will temporarily reserve the ""time slots"" for the proposed meeting and inform the ""potential meeting participant"" of the meeting and request input as to ""will attend"" or ""will not attend"", if a ""time slot"" exists.";0
14_yh-rr-ss-jw1-uji14;"A ""potential meeting participant"" or their ""delegate"" may accept or refuse the meeting. If accepting, the ""potential meeting participant"" becomes a ""confirmed meeting participant"". If refusing, the ""potential meeting participant"" may provide a reason for his refusal.";0
14_yh-rr-ss-jw1-uji14;"A ""confirmed meeting participant"" may request special equipment.";0
14_yh-rr-ss-jw1-uji14;"A ""potential meeting participant"" or ""confirmed meeting participant"" may confirm or cancel their attendance at the meeting subject to the administrative rules and practices of the participant’s.";0
14_yh-rr-ss-jw1-uji14;"Any physical changes to the ""location"" and its ""required equipment"" shall be kept up-to-date.";0
14_yh-rr-ss-jw1-uji14;"If any physical changes to the ""location"" and its ""required equipments"" shall occur after a ""meeting proposal"" and before the meeting date, the ""meeting initiator"" shall be notified promptly.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall be able to schedule a meeting with a meeting topic, date range, duration, and location for a list of participants.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system shall monitor meetings, since some of the meeting held as a ""virtual meeting"".";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall be able to select a participant as an important participant.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall cancel a meeting due to canceling of an important participant.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system shall reschedule a meeting to support conflict resolutions.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler shall be accessed from the Web.;0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system may provide the ""meeting initiator"" a summary of the scan of ""potential meeting participants"" showing available ""time slots"" and schedule conflicts as a means of informing the ""meeting initiator"" of the overall results of the system.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may be able to include an agenda for a meeting proposal.;0
14_yh-rr-ss-jw1-uji14;"The meeting scheduler system may suggest a ""virtual meeting"" for available ""time slots"" if no location is available or feasible for the meeting.";0
14_yh-rr-ss-jw1-uji14;The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.;0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler system will temporarily reserve the ""time slots"" for the proposed meeting.";0
14_yh-rr-ss-jw1-uji14;"A meeting scheduler system will inform the ""potential meeting participant"" of the meeting.";0
15_bpms-uji15;Items are bought from various vendors located in or outside United States.;0
15_bpms-uji15;The buyer get in contact with various vendors and create catalog (list of items) from where the Store Managers of every store buy items for their store.;0
15_bpms-uji15;The Online system will give the advantage of keeping track of all purchase orders at any given point of time thus eliminating paper work and in turn error caused by it;0
15_bpms-uji15;All The above users have similar rights.;1
15_bpms-uji15;They have total access the BPMS system.;0
15_bpms-uji15;They have the rights to generate new users in the system.;0
15_bpms-uji15;They will have the total access to all the information in the system being a people from the management team of the organization.;0
15_bpms-uji15;District manager may have more than 1 store under him.;0
15_bpms-uji15;He logs in he sees only stores under him i.e. a list of his stores and toggle between them.;0
15_bpms-uji15;He should have managerial type access only for those stores that are under him.;0
15_bpms-uji15;The Store Manager and Assistant Store Manager have limited access in the BPMS.;0
15_bpms-uji15;They will be able to see the details restricted to their Store only.;0
15_bpms-uji15;Cost of items bought will not be disclosed;0
15_bpms-uji15;The comparison with other vendor items will not shown;0
15_bpms-uji15;Enter the details of Sales for his store registers;0
15_bpms-uji15;The Usage of the system will be restricted only to add cash registers and Changing his password;0
15_bpms-uji15;The Stores will have limited Internet access that is the usage of BPMS system online rest of the Internet will not be accessible.;0
18_SoftwareRequirementsSpecification-uji18;The product provides the members with online blocking of books capabilities and the Online Library System is up and running all day.;0
18_SoftwareRequirementsSpecification-uji18;The system provides logon facility to the users.;0
18_SoftwareRequirementsSpecification-uji18;The system provides the members with the option to check their account and/or change their options like password of the account whenever needed all through the day during the library hours.;0
18_SoftwareRequirementsSpecification-uji18;The system allows the members to block the books 24 hours a day and all the through the semester.;0
18_SoftwareRequirementsSpecification-uji18;The system lets the library staff to check which all members have blocked the books and whether they can borrow any more books or not.;0
18_SoftwareRequirementsSpecification-uji18;The system allows the Librarian to create the books catalog, add/delete books and maintain the books catalog.;0
18_SoftwareRequirementsSpecification-uji18;The system updates the billing system as and when the member borrows or returns a book.;0
18_SoftwareRequirementsSpecification-uji18;The book catalog is automated and the decision of offering the book based on the category of the book is automatically decided.;0
18_SoftwareRequirementsSpecification-uji18;We also have an order department, which manages to add or remove a book from the Library.;0
18_SoftwareRequirementsSpecification-uji18;The member should be provided with the updated information about the books catalog.;0
18_SoftwareRequirementsSpecification-uji18;Provisions for the members to borrow the books they want, if all the other required rules hold good.;0
18_SoftwareRequirementsSpecification-uji18;The member is given a provision to check his account information and change the account information any time in the given valid period.;0
18_SoftwareRequirementsSpecification-uji18;The members are provided with the books available roster and allowed to choose the books, which they want to use in the coming up days.;0
18_SoftwareRequirementsSpecification-uji18;The librarian can get the information about the members who have borrowed or returned the books.;0
18_SoftwareRequirementsSpecification-uji18;The librarian is provided with interfaces to add/delete the books available in the book catalog.;0
18_SoftwareRequirementsSpecification-uji18;The members when complete the book borrowing or returning process, the due to be paid by the member must be calculated and the information about the member and the due amount is sent to the university billing system.;0
18_SoftwareRequirementsSpecification-uji18;The system uses the University information security requirements to provide the login facility to the users.;0
18_SoftwareRequirementsSpecification-uji18;The information of all the users must be stored in a database that is accessible by the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The university information security system must be compatible with the Internet applications.;0
18_SoftwareRequirementsSpecification-uji18;The Online Library System is connected to the university computer and is running all 24 hours a day.;0
18_SoftwareRequirementsSpecification-uji18;The users access the Online Library System from any computer that has Internet browsing capabilities and an Internet connection.;0
18_SoftwareRequirementsSpecification-uji18;The billing system is connected to the Online Library System and the database used by the billing system must be compatible with the interface of the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The users must have their correct usernames and passwords to enter into the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;The users have sufficient knowledge of computers.;1
18_SoftwareRequirementsSpecification-uji18;The University computer should have Internet connection and Internet server capabilities.;1
18_SoftwareRequirementsSpecification-uji18;The users know the English language, as the user interface will be provided in English;0
18_SoftwareRequirementsSpecification-uji18;The product can access the university student database;0
18_SoftwareRequirementsSpecification-uji18;The system shall provide the users with logon capabilities.;0
18_SoftwareRequirementsSpecification-uji18;The Online Library System is also supported on mobile devices such as cell phones.;0
18_SoftwareRequirementsSpecification-uji18;The system can alert the Librarian or the administrator in case of any problems.;0
18_SoftwareRequirementsSpecification-uji18;The system shall allow the users to access the system from the Internet using HTML or it’s derivative technologies.;0
18_SoftwareRequirementsSpecification-uji18;The system uses a web browser as an interface.;0
18_SoftwareRequirementsSpecification-uji18;Since all users are familiar with the general usage of browsers, no specific training is required.;0
18_SoftwareRequirementsSpecification-uji18;The system is user friendly and self-explanatory.;0
18_SoftwareRequirementsSpecification-uji18;The system has to be very reliable due to the importance of data and the damages incorrect or incomplete data can do.;0
18_SoftwareRequirementsSpecification-uji18;The system is available 100% for the user and is used 24 hrs a day and 365 days a year.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be operational 24 hours a day and 7 days a week.;0
18_SoftwareRequirementsSpecification-uji18;The system will be developed in such a way that it may fail once in a year.;0
18_SoftwareRequirementsSpecification-uji18;Even if the system fails, the system will be recovered back up within an hour or less.;0
18_SoftwareRequirementsSpecification-uji18;The accuracy of the system is limited by the accuracy of the speed at which the employees of the library and users of the library use the system.;0
18_SoftwareRequirementsSpecification-uji18;The system shall provide 100% access reliability.;0
18_SoftwareRequirementsSpecification-uji18;The Splash Page or Information page should be able to be downloaded within a minute using a 56K modem.;0
18_SoftwareRequirementsSpecification-uji18;The information is refreshed every two minutes.;1
18_SoftwareRequirementsSpecification-uji18;The access time for a mobile device should be less than a minute.;0
18_SoftwareRequirementsSpecification-uji18;The system shall respond to the member in not less than two seconds from the time of the request submittal.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be allowed to take more time when doing large processing jobs.;1
18_SoftwareRequirementsSpecification-uji18;The system shall take as less time as possible to provide service to the administrator or the librarian.;0
18_SoftwareRequirementsSpecification-uji18;The number of transactions is directly dependent on the number of users, the users may be the Librarian, employees of the Library and also the people who use the Library for checking-out books, returning books and checking online library account.;0
18_SoftwareRequirementsSpecification-uji18;The system is capable of handling 250 users at a time.;0
18_SoftwareRequirementsSpecification-uji18;The resources are modified according the user requirements and also according to the books requested by the users.;0
18_SoftwareRequirementsSpecification-uji18;The system designers shall take in to considerations the following supportability and technical limitations.;0
18_SoftwareRequirementsSpecification-uji18;The system shall be comply with the TCP/IP protocol standards and shall be designed accordingly.;1
18_SoftwareRequirementsSpecification-uji18;The system shall support the UHCL information security requirements and use the same standard as the UHCL information security requirements.;0
18_SoftwareRequirementsSpecification-uji18;The member balance amount that will be calculated and sent to the billing system shall be compatible with the data types and design constraints of the billing system.;0
18_SoftwareRequirementsSpecification-uji18;The maintenance of the system shall be done as per the maintenance contract.;0
18_SoftwareRequirementsSpecification-uji18;The coding standards and naming conventions will be as per the American standards.;0
18_SoftwareRequirementsSpecification-uji18;The languages that shall be used for coding the Online Library System are Active Server Pages (ASP), Java Servlets, Java Server Pages (JSP), HTML, JavaScript, and VBScript.;0
18_SoftwareRequirementsSpecification-uji18;For working on the coding phase of the Online Library System, the Internet Information Services (IIS) Server needs to be installed.;0
18_SoftwareRequirementsSpecification-uji18;Will make use of the available Java Development Tool kits for working with Java Beans and Java Server Pages.;0
18_SoftwareRequirementsSpecification-uji18;Also will make use of the online references available for developing programs in ASP, HTML and the two scripting languages, JavaScript and VBScript.;0
18_SoftwareRequirementsSpecification-uji18;Will make use of the existing Java libraries available for JSP and Servlets.;0
18_SoftwareRequirementsSpecification-uji18;Also we need to develop some new libraries for the web-based application.;0
18_SoftwareRequirementsSpecification-uji18;Also will develop new programs using ASP and scripting languages.;0
18_SoftwareRequirementsSpecification-uji18;Online help is provided for each of the feature available with the Online Library System.;0
18_SoftwareRequirementsSpecification-uji18;All the applications provide an on-line help system to assist the user.;0
18_SoftwareRequirementsSpecification-uji18;The nature of these systems is unique to application development as they combine aspects of programming (hyperlinks, etc) with aspects of technical writing (organization, presentation).;0
18_SoftwareRequirementsSpecification-uji18;Online help is provided for each and every feature provided by the system.;0
18_SoftwareRequirementsSpecification-uji18;The User Manual describes the use of the system to Librarian and Employees.;0
18_SoftwareRequirementsSpecification-uji18;It describes the use of the system on mobile systems.;0
18_SoftwareRequirementsSpecification-uji18;The user manual should be available as a hard copy and also as online help.;0
18_SoftwareRequirementsSpecification-uji18;An installation document will be provided that includes the installation instructions and configuration guidelines, which is important to a full solution offering.;0
18_SoftwareRequirementsSpecification-uji18;Also, a Read Me file is typically included as a standard component.;0
18_SoftwareRequirementsSpecification-uji18;"The Read Me includes a ""What's New With This Release"" section, and a discussion of compatibility issues with earlier releases.";0
18_SoftwareRequirementsSpecification-uji18;Most users also appreciate documentation defining any known bugs and workarounds in the Read Me file.;0
18_SoftwareRequirementsSpecification-uji18;Since the installation of Online Library System is a complex process, our experts will do it.;0
18_SoftwareRequirementsSpecification-uji18;So an installation Guide will not be provided to the user.;0
18_SoftwareRequirementsSpecification-uji18;The System Administrator will need to purchase the license for IIS Server.;0
18_SoftwareRequirementsSpecification-uji18;Mostly it is available with Windows Environment.;0
18_SoftwareRequirementsSpecification-uji18;So the system need not purchase any licensing products.;0
18_SoftwareRequirementsSpecification-uji18;Will make use of the existing Web Browsers such as Microsoft Internet Explorer or Netscape.;0
18_SoftwareRequirementsSpecification-uji18;The user-interface of the system shall be designed as shown in the user-interface prototypes.;0
18_SoftwareRequirementsSpecification-uji18;The existing Local Area Network (LAN) will be used for collecting data from the users and also for updating the Library Catalogue.;0
18_SoftwareRequirementsSpecification-uji18;A firewall will be used with the server to prevent unauthorized access to the system.;0
18_SoftwareRequirementsSpecification-uji18;The Online Library System will be connected to the World Wide Web.;0
18_SoftwareRequirementsSpecification-uji18;The usage is restricted to only University of Houston-Clearlake Library who is purchasing the Online Library System from Library InfoSys and signs the maintenance contract.;0
18_SoftwareRequirementsSpecification-uji18;Online Library System is a trademark of Library InfoSys and cannot be used without its consent.;0
22_horus_urd-uji22;A user shall have an account.;0
22_horus_urd-uji22;An account is either an administrator account, a scientist account or an observer account.;0
22_horus_urd-uji22;IMSETY shall be a multi-user system.;0
22_horus_urd-uji22;IMSETY shall require users to be logged in before they can use any of the system’s functionality.;0
22_horus_urd-uji22;IMSETY shall not allow administrators and scientists to be logged in more than once.;0
22_horus_urd-uji22;IMSETY shall include a demonstration experiment.;0
22_horus_urd-uji22;A user shall only be able to use those parts of the system to which he is authorized.;0
22_horus_urd-uji22;Observers shall not be authorized to manipulate experiments.;0
22_horus_urd-uji22;IMSETY shall adhere to table 2.1 for user rights.;1
22_horus_urd-uji22;IMSETY shall allow scientists and administrators to retrieve all logged communications, according to user rights.;0
22_horus_urd-uji22;An administrator shall be able to register a satellite with the system.;0
22_horus_urd-uji22;An administrator shall be able to retrieve the information of a registered satellite.;0
22_horus_urd-uji22;An administrator shall be able to update the information of a registered satellite.;0
22_horus_urd-uji22;An administrator shall be able to unregister a satellite with the system.;0
22_horus_urd-uji22;An administrator shall be able to register a payload with the system.;0
22_horus_urd-uji22;An administrator shall be able to configure whether multiple experiments may be executed simultaneously on a particular satellite.;0
22_horus_urd-uji22;An administrator shall be able to retrieve the information of a registered payload.;0
22_horus_urd-uji22;An administrator shall be able to update the information of a registered payload.;0
22_horus_urd-uji22;At any moment, only one administrator is allowed to update the information of a single payload registration.;0
22_horus_urd-uji22;An administrator shall be able to unregister a payload with the system.;0
22_horus_urd-uji22;An administrator shall be able to link a registered payload to exactly one satellite.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to create an account.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to retrieve account information.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to configure all plug-ins for the system.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to update account information.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to delete an account.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to configure which users have particular rights to which payloads.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to set up possible payload specific commands through a plain text file.;0
22_horus_urd-uji22;IMSETY shall allow an administrator to set up possible satellite commands through an interface.;0
22_horus_urd-uji22;IMSETY shall allow scientists to retrieve experiment details.;0
22_horus_urd-uji22;IMSETY shall communicate a list of payload specific commands to the scientist.;0
22_horus_urd-uji22;IMSETY shall let scientists select commands from this list and thereby compose an experiment.;0
22_horus_urd-uji22;IMSETY shall not allow scientists to type in commands directly.;0
22_horus_urd-uji22;A scientist shall be able to request the scheduling of the execution of experiments on a predefined moment.;0
22_horus_urd-uji22;A scientist shall be able to request an experiment, which has not yet been executed, to be unscheduled.;0
22_horus_urd-uji22;A scientist shall be able to request to change an experiment, before it is being executed.;0
22_horus_urd-uji22;A scientist shall be able to send commands to an experiment already executing.;0
22_horus_urd-uji22;At any moment, only one scientist is allowed to compose an experiment on a single payload.;0
22_horus_urd-uji22;The system shall upload experiments scheduled and queued for upload to a satellite whenever there is a window of opportunity.;0
22_horus_urd-uji22;The system shall download high volume data requested by scientists from the satellite whenever there is a window of opportunity.;0
22_horus_urd-uji22;Experiment data can be retrieved from the system.;0
22_horus_urd-uji22;Experiment data can be observed in real time while the experiment is being executed during a window of opportunity.;0
22_horus_urd-uji22;IMSETY will support the visualization of video data.;0
22_horus_urd-uji22;IMSETY will support the visualization of picture data.;0
22_horus_urd-uji22;IMSETY will have a plug-in system for data representation. 290;0
22_horus_urd-uji22;IMSETY will have a plug-in system for the postprocessing of data representations.;0
22_horus_urd-uji22;Observers are able to see representations.;0
22_horus_urd-uji22;Observation data can only be gathered during an experiment.;0
22_horus_urd-uji22;Collected observation data can be exported from the system to several formats.;0
22_horus_urd-uji22;IMSETY shall allow the requesting of downloading of high resolution images from these marked periods.;0
22_horus_urd-uji22;Periods can be marked during real-time observation.;0
22_horus_urd-uji22;A plug-in system for data preprocessing shall be provided.;0
22_horus_urd-uji22;A plug-in providing an example for data preprocessing will be provided.;0
22_horus_urd-uji22;A plug-in providing an example of representation postprocessing will be provided.;0
22_horus_urd-uji22;The system shall show thumbnails provided by a satellite.;1
22_horus_urd-uji22;IMSETY shall allow a scientist to request high resolution versions of the images represented by these thumbnails to be downloaded.;0
22_horus_urd-uji22;IMSETY shall represent a timeline of one-way and two-way communication opportunities.;0
22_horus_urd-uji22;IMSETY shall provide the possibility to book one-way communications. 310;0
22_horus_urd-uji22;IMSETY shall provide the possibility to book two-way communications.;0
22_horus_urd-uji22;IMSETY shall communicate failure of satellite communication to the scientist.;0
22_horus_urd-uji22;IMSETY shall communicate failure of communication with GENSO to the scientist.;0
22_horus_urd-uji22;IMSETY shall communicate the rejection of bookings to the scientist.;0
22_horus_urd-uji22;IMSETY shall log all communications with satellites. 315;0
22_horus_urd-uji22;IMSETY shall log all communications with the MCCs.;0
22_horus_urd-uji22;IMSETY shall log all communications with the MCSes.;0
22_horus_urd-uji22;The system shall interface with GENSO through an MCC for purposes of booking.;0
22_horus_urd-uji22;The system shall interface with an MCS for communication with satellites.;0
22_horus_urd-uji22;A protocol shall be defined for interfacing with the MCS based on a list of commands provided by the customer.;0
22_horus_urd-uji22;The interface of the system shall be accessible on Windows 2000/XP/Vista, Mac OS X, Sun Solaris and Linux.;0
22_horus_urd-uji22;IMSETY’s backend shall run on a Linux server.;0
24_srsv6-uji24;Manage course information: the general user can use the system to enter and modify course information. The local database maintains the information.;0
24_srsv6-uji24;Manage student information: the general user can use the system to enter and modify student information, or to download student information from the university database. In addition, the user can delete a student from a course. The local database maintains the information.;0
24_srsv6-uji24;Enter outcomes: the general user can use the system to enter course outcomes. The user can assign a ranking to each course outcome. The local database maintains the information.;0
24_srsv6-uji24;"Enter targeted competency: the general user can use the system to select one of two types of targeted competencies that can be used to automatically check progress toward achieving course outcomes the user can enter values associated with the different types. The user can enter a description of a targeted competency that can be used for manual checking. The local database maintains the information.";0
24_srsv6-uji24;"Map entities: the general user can use the system to map course outcomes to program outcomes to map AIUs to course outcomes and to map course outcomes to targeted competencies. The local database maintains the information.";0
24_srsv6-uji24;Define AIs: the general user can use the system to enter information related to an AI. For each instrument, the stored information includes such items as description, category, assessment instrument part (AIP) label and description, AIU label and description, AIU point value. For each student, the user can enter the points earned for each assessment unit. The local database maintains the information.;0
24_srsv6-uji24;Modify AIs: the general user can use the system to modify information related to an AI. The local database maintains the information.;0
24_srsv6-uji24;Enter grades: the general user can use the system to enter student grades related to an AI and to enter formulae for calculating grades. The local database maintains the information.;0
24_srsv6-uji24;Archive course and student information: the general user can use the system to archive course and student information to the central database from the local database at the end of the semester.;0
24_srsv6-uji24;Access the system: the general user can access the system through a unique login name and password.;0
24_srsv6-uji24;Open course: the general user can select a course from the list of courses that s/he owns.;0
24_srsv6-uji24;Set password - The user can set the password for accessing and entering information on the course.;0
24_srsv6-uji24;Set property list – The user can set the property list that gives the login names for the users who can access a course.;0
24_srsv6-uji24;Enter formula: the general user can define the formulas that will be used to calculate students’ grades on an AI, assessment category, or course.;0
24_srsv6-uji24;The system will not be accessible to unauthorized users.;0
24_srsv6-uji24;All data transmitted to the central database will be encrypted.;0
24_srsv6-uji24;The system will be completed by the end of April 2001.;1
24_srsv6-uji24;The university database is the Banner system.;1
24_srsv6-uji24;Each professor has access to a desktop computer.;1
24_srsv6-uji24;A table with login and password has been set up for each professor in the departments of the College of Engineering and is maintained in the local database.;1
24_srsv6-uji24;The initial login and password for general users will be encrypted.;0
24_srsv6-uji24;The timeframe to upload data to the central database is the day that grades are due to the university and one week before the start of the new semester.;0
24_srsv6-uji24;Program outcomes that include ABET outcomes a-k and additional program outcomes are stored in the local database.;1
24_srsv6-uji24;Once a student is dropped, the information associated with the student cannot be removed or modified.;0
29_PDT-O7SRS-uji29;PHP IDE’s main user objective is to answer all PHP developer needs.;0
29_PDT-O7SRS-uji29;A PHP project contains source code and related files for maintaining a PHP Application. A PHP project can be organized in two different ways using the project as the source container. Using source folders inside the project as the source container.;0
29_PDT-O7SRS-uji29;"A wizard is available for creating a PHP project. The wizard can be access by the Project Wizard in eclipse (File>>New>>Project). In the Project Wizard there will be a project type named ""PHP Project"" that will launch the create PHP project wizard.";0
29_PDT-O7SRS-uji29;When in the PHP perspective a Create PHP project wizard icon will be on the tool bar and a File>>New>>PHP Project will exist on the menu.;0
29_PDT-O7SRS-uji29;PHP Version – The user should be able to choose between PHP4 and PHP5 and by that change all related components: code assist, syntax coloring and PHP functions.;0
29_PDT-O7SRS-uji29;ASP tags support - support ASP tags as PHP tags for all PHP actions and parsing. The following tags will be supported.;0
29_PDT-O7SRS-uji29;Default File Encoding – The project will support a default encoding that will be used for all files created in the project. Location – The location of the project. The default location when a project is created is the eclipse workspace. When a location is specified, any directory/file at that location will be part of the project. Only the developer’s data files will reside at the location. Eclipse internal project files will reside in a eclipse internal directory.;0
29_PDT-O7SRS-uji29;The PHP project will support a properties menu item to display the properties of a project.;0
